"","business_id","business_lat","business_long","business_park","business_price","business_open","business_cat","n_photo","cum_n_tips","cum_max_friends","cum_max_u_elite","cum_max_us_fans","cum_max_us_rev","male","female","date","ch_in"
"128","Wb6Q0YVcNghQ2w20hUYRoA",33.5578118741,-111.8990320795,"true",1,"True","Others",8,3,585,5,126,304,0,2,2016-06-22,1
"129","c0exbGNQvCDJZLorPeYY7Q",33.5067002,-112.0821724,"true",1,"True","Others",9,3,534,1,113,310,0,2,2013-12-19,1
"130","HQcel0uvg7N7KfhHJChfSQ",36.12592,-115.198097,"true",2,"True","Others",23,12,1022,4,82,510,2,3,2012-04-15,1
"131","mnwRtuVQEsIUomBchu0gwg",33.4950076,-111.9758635,"true",2,"True","American",22,18,1057,9,70,501,4,10,2013-07-30,1
"132","4IXTkqYmAO4XH4nXnwc67w",33.377568,-112.049455,"true",2,"False","Others",2,19,811,10,102,718,1,3,2015-09-09,1
"133","1WtUgLhdBdQ39aBvEUbsnw",35.2208416857,-80.8102792551,"true",2,"True","Asian",3,3,2755,9,402,1523,1,2,2012-04-20,1
"134","aqwn3jdQLCWnb59gHK4nAw",36.0721934971,-115.0729977328,"true",1,"True","Others",37,19,1613,7,148,727,3,6,2013-10-09,1
"135","3kdSl5mo9dWC4clrQjEDGg",36.1440852,-115.2024865,"true",2,"True","American",44,6,2916,9,219,1664,1,3,2012-05-21,1
"136","DfgZlNgKwBvCpA_0alumXw",36.1212805516,-115.1752190408,"true",2,"True","Others",NA,33,3746,10,545,2421,8,12,2013-10-27,1
"137","Lqp3uwGJU6CHyys-eerMmQ",33.45107,-112.055957,"true",1,"False","Mexican",2,4,359,5,33,205,2,0,2011-10-23,1
"138","I7eqTdTmRTWYwF9HNZAHxw",33.5297921,-111.9275874,"true",2,"True","Asian",11,12,6187,12,894,1932,2,6,2012-11-25,1
"139","RhEvP5flF6KoPriMHmVYGg",36.1564126328,-115.3328468966,"true",2,"True","Others",NA,51,3094,10,256,1606,10,15,2014-01-05,1
"140","qkyCuFJF2Uboh6n2Lmuwlg",36.1260271514,-115.1929696908,"true",1,"True","Others",14,7,3198,9,378,1431,3,3,2011-09-23,1
"141","ZXfMiPsPv-cH7GMQ-5-mhA",36.2738996,-115.2692654,"true",2,"True","American",8,3,955,9,165,1185,0,2,2012-09-19,1
"142","wxzG81ZyWpBje_mU4aFLaw",33.474345,-112.064842,"true",2,"True","Others",11,3,933,8,156,726,0,2,2012-06-10,1
"143","o19vbA9-BuvHXrE4nYJ60A",43.6776685,-79.3900106,"true",2,"True","Others",NA,1,73,NA,13,106,0,0,2013-09-26,1
"144","9a3DrZvpYxVs3k_qwlCNSw",33.45496,-112.079908,"true",2,"True","Others",32,34,1785,10,125,855,6,11,2016-02-13,1
"145","sC9tVs1kwnTGFWrhHr_1GA",43.9136218605,-79.4480583676,"true",2,"True","American",4,1,16,NA,5,338,1,0,2018-03-19,0
"146","xedxfb3rfEmXDE0BczcCBA",33.580741,-111.881806,"false",2,"True","Others",NA,16,853,8,74,258,0,1,2011-01-31,1
"147","0FUtlsQrJI7LhqDPxLumEw",33.321866,-111.726244,"true",2,"True","American",40,12,938,8,60,892,8,3,2013-01-30,1
"148","nMaIIKEAW2cTEWbEyeFyXQ",36.089771,-115.297907,"true",2,"True","Others",12,7,1247,9,283,2421,1,3,2012-08-03,1
"149","oaqbLDW3wNqkynlnp4mvlw",36.0920061477,-115.1760053558,"true",3,"True","Others",14,4,3975,8,730,962,1,1,2017-06-26,0
"150","fuW-VCynECpKukrm-9nxdg",36.117349,-115.187432,"true",2,"True","Mexican",29,1,718,4,79,204,0,1,2017-07-14,1
"151","s36Rk0jd78z75LaqifnU3Q",40.429105,-79.810933,"true",2,"True","Mexican",1,2,253,7,28,571,0,2,2014-05-05,1
"152","ybHlmdUHLPKfv85bRK4Wtw",36.0350856,-115.1357861,"true",1,"True","Others",24,20,1150,8,108,958,5,6,2013-09-16,1
"153","eAZqT24e0Pk8apWzy3RsAQ",35.178752,-80.880019,"true",2,"True","Others",10,4,424,8,106,1400,1,1,2014-06-24,1
"154","aMF8cG445ONPRKBsBYqofg",33.4474607,-112.0736676,"true",2,"True","American",9,7,328,9,55,398,3,0,2012-07-29,1
"155","4k3RlMAMd46DZ_JyZU0lMg",36.1265169,-115.2017455,"true",1,"True","Others",27,17,3975,9,730,1664,7,8,2013-07-22,1
"156","5shgJB7a-2_gdnzc0gsOtg",36.1188384,-115.1544802,"true",2,"False","Others",35,50,5817,9,730,1982,8,15,2012-07-12,1
"157","1ZnVfS-qP19upP_fwOhZsA",36.126663,-115.20992,"true",1,"True","Asian",19,1,2916,9,219,1664,0,1,2011-05-18,1
"158","riFzCvp77DMKDX-5GoTpqA",36.0114062572,-115.1757787001,"true",1,"True","American",24,33,3230,9,186,1232,8,13,2018-01-14,1
"159","J1RDyyPxhioqm8c_fi4P4Q",41.4987935,-81.6902577,"false",3,"True","American",29,3,574,9,94,580,1,2,2012-07-16,1
"160","eLFfWcdb7VkqNyTONksHiQ",36.0667760026,-115.0424710484,"false",2,"True","Others",67,25,3558,9,376,1614,5,8,2016-05-28,1
"161","ICy-YxFn_DD86_LV0ye5cw",43.8503187135,-79.3546555401,"true",2,"True","American",6,2,97,7,17,330,1,0,2014-10-03,1
"162","UCqWJWovgeelP1OUI_L90w",33.4947786,-112.0000599,"true",1,"True","American",3,5,3402,9,499,1276,1,2,2014-04-12,1
"163","R7LyTeiOHLyTNkA8HssBRQ",36.1440859,-115.1943448,"true",1,"True","Mexican",13,6,3198,9,378,1431,2,3,2013-08-17,1
"164","a192hdM0_UVCYLwPJv1Qwg",36.157156,-115.1538305,"true",2,"True","Mexican",11,4,1193,8,122,631,1,3,2012-04-25,1
"165","C9ImzBi5fn742ZcAYDww2A",35.9949501,-115.2062178,"true",2,"True","American",26,21,718,8,79,573,4,6,2012-12-07,1
"166","AxtpV77aaiJu3vSweEXZ9g",33.3015555,-111.8410643,"true",2,"True","Mexican",4,2,58,1,4,245,1,1,2017-09-08,1
"167","iUYAqWKoBdHqYNMDzOXb9w",33.6386543369,-112.149860578,"true",2,"False","American",1,2,583,5,63,614,2,0,2012-06-09,1
"168","6ZIHxvFTHC1pvAzAS0uLDA",33.334598,-111.87475,"true",1,"True","Asian",12,18,4351,9,738,1271,2,9,2018-04-12,1
"169","67Pa_CtXthgJzXfY8JzLDQ",43.6875274,-79.3940599,"true",2,"True","Others",9,1,288,3,66,472,0,1,2013-07-20,1
"170","3IY-JtcZHBOSzFD53SSXLA",33.4259647,-111.9402513,"true",1,"False","American",11,1,251,NA,8,62,1,0,2015-10-17,1
"171","3Cct2X22fpUSK2ggyK1LYg",33.452162,-111.727862,"true",2,"True","American",3,1,819,8,125,726,0,1,2011-12-30,1
"172","woXlprCuowrLJswWere3TQ",40.4422285653,-80.0019846969,"true",2,"True","American",49,6,325,7,28,571,2,4,2016-06-20,1
"173","u6xb2aUAvX6i1WhsQWqgWg",33.4787324,-111.9252963,"true",2,"False","Others",4,24,3402,9,499,1276,3,10,2013-06-03,1
"174","PgJgpW4TKQ8IoALH2Yq-zA",36.0912192601,-115.1758038998,"false",2,"True","American",20,3,777,10,112,588,3,0,2014-08-16,1
"175","awI4hHMfa7H0Xf0-ChU5hg",36.1431362393,-115.1747075477,"true",2,"True","Others",135,21,6026,10,697,1606,10,6,2016-01-04,1
"176","4qG3Gh8QyugC1XvoTlmgcQ",36.1145171608,-115.2955863655,"true",2,"True","American",19,16,1193,7,122,297,3,4,2012-08-12,1
"177","RhEvP5flF6KoPriMHmVYGg",36.1564126328,-115.3328468966,"true",2,"True","Others",NA,18,3094,10,256,1234,4,8,2011-12-21,1
"178","YhCAJ8acd1X7GkCHPhD8Xw",36.1202445884,-115.1733899117,"true",2,"False","Others",16,1,124,NA,5,169,1,0,2011-05-13,1
"179","EQ7PtG9GzraQ7kYi0j8geg",36.0264652,-114.9647508,"true",1,"True","Others",NA,1,2916,9,219,1664,0,1,2011-09-25,1
"180","0d0i0FaJq1GIeW1rS2D-5w",36.103262,-115.174101,"true",2,"True","Others",74,5,3746,7,545,547,1,4,2016-11-21,1
"181","cs1qJvnWUg_f8g020z_3PQ",33.5073476,-112.0376461,"true",2,"True","Others",11,4,534,6,113,382,1,3,2013-12-13,1
"182","a9aW5e731lplWGHUZ02-zQ",43.6644821,-79.3255005,"true",1,"True","Asian",3,7,1451,7,418,1181,2,3,2013-03-30,1
