business_id;RestaurantsPriceRange2;BusinessAcceptsCreditCards;lot;street;validated;BusinessParking:garage;valet;BikeParking;GoodForKids;RestaurantsTakeOut;OutdoorSeating;WiFi;RestaurantsGoodForGroups;Alcohol;RestaurantsDelivery;HasTV;RestaurantsReservations;casual;classy;intimate;trendy;upscale;hipster;NoiseLevel;RestaurantsAttire;Caters;divey;breakfast;brunch;dinner;GoodForMeal:dessert;latenight;lunch;touristy;Ambience:romantic;RestaurantsTableService;WheelchairAccessible;ByAppointmentOnly;romantic;Ambience:touristy;BusinessAcceptsBitcoin;Music:dj;GoodForDancing;DogsAllowed;jukebox;live;video;background_music;karaoke;HappyHour;BestNights:monday;friday;saturday;sunday;thursday;tuesday;wednesday;no_music
SXzJL5egnVXurANcg-G28A;1;True;False;False;False;False;False;False;True;True;False;False;False;unone;False;False;False;False;False;False;False;False;False;average;casual;False;False;NA;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
faOkY7-VG3HbhniORqnBwA;2;True;True;False;False;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
X5jEndzpQZcXDEb6HQrKKw;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
w0Tg08rY5jl6rycI0qT1NA;NA;True;False;False;False;False;False;True;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
D8bgtnHOwZiZZPFGUjn4WQ;2;NA;False;True;False;False;False;True;True;True;False;False;True;ufull_bar;True;False;True;True;False;False;False;False;False;quiet;casual;False;False;False;False;True;False;False;True;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RHFPBgbeJL45B8SrQsgLQg;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mJhJLrBSJ7fdibbyFf53mA;3;True;False;False;False;True;False;NA;False;True;False;True;True;ufull_bar;False;False;True;False;False;False;True;False;False;very_loud;dressy;False;False;NA;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-9nai28tnoylwViuJVrYEQ;2;True;False;True;False;True;False;True;False;True;True;True;True;ufull_bar;False;True;True;False;False;False;False;False;False;average;casual;True;False;False;False;True;False;False;False;NA;NA;NA;NA;NA;True;False;NA;False;False;NA;False;False;False;False;False;False;NA;NA;NA;NA;NA;NA;NA;False
rb4d1_OtpVD91J5NDp4Y3w;2;True;NA;NA;NA;NA;NA;True;False;True;False;True;True;ufull_bar;False;True;True;False;True;False;True;True;False;loud;dressy;True;False;False;False;True;False;False;False;NA;NA;True;True;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FmraE2CWt65VRnEqCAqNEg;2;True;True;False;False;False;False;True;True;True;True;False;True;ufull_bar;False;True;True;True;False;False;False;False;False;average;casual;True;False;NA;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1gD5nfdbcG4lddbTcnMU8A;NA;True;False;True;False;False;False;True;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
wp5FAtCGMyU2RnQ-7kxKHQ;2;True;True;False;False;False;False;True;True;True;True;True;True;ufull_bar;False;True;True;True;False;False;False;False;False;average;casual;False;False;False;False;True;False;False;False;False;False;NA;NA;NA;NA;NA;NA;False;NA;NA;False;False;False;True;False;NA;False;False;True;False;True;False;True;False
fcWkZgmzRsm3H4egzSrV_A;2;True;False;False;False;True;False;False;True;True;False;False;True;ubeer_and_wine;False;True;True;True;False;False;False;False;False;average;casual;False;False;False;True;False;False;False;True;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
UmDW4VOxrdiWcP0RJBFmHQ;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
cenEs8pZINlsu1fSpzHizQ;1;True;False;False;False;False;False;True;True;True;False;False;True;ubeer_and_wine;False;False;False;False;False;False;False;False;False;loud;casual;True;False;NA;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PwCjQocjoKuB-Knd6M1TEQ;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-wn8LcDQGOuMzU4RAC4VxQ;2;False;False;True;False;False;False;NA;NA;True;False;NA;True;unone;NA;False;False;False;False;False;False;False;False;quiet;casual;NA;False;NA;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
kVZe-T3_SFQeDIH-4lh-Zg;3;NA;False;False;False;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
HkG8Ucn1E1R4acyhFrywEA;2;True;False;False;False;False;False;True;True;True;True;True;True;none;False;False;False;True;False;False;False;False;False;average;casual;False;False;True;True;False;False;False;True;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
A-apTF3JfkUPR_oeazZC1Q;2;True;True;False;False;False;False;True;True;True;False;NA;True;none;False;False;False;False;False;False;False;False;False;None;casual;NA;False;False;False;False;False;False;True;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
yk673s5q35WlMSZuUFfYXg;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mOx37oA5WkcF2Y3csr7cHA;2;True;True;False;False;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mnU3iGsL55MCWXiWV3AcAQ;1;True;True;False;False;False;False;True;True;True;True;False;True;unone;False;False;False;True;False;False;False;False;False;average;casual;False;False;False;False;True;False;True;True;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6Pk9PJOD7EWd1tv3lk0ajA;3;True;True;False;False;False;False;True;NA;NA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SbI9phUuuFPh1j3zxIvO2g;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mTD9IKo7loPg6QTLDcL6YQ;2;NA;False;True;False;False;False;True;True;True;False;True;False;unone;False;True;False;True;False;False;False;False;False;average;casual;True;False;True;True;False;False;False;False;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3Jay1IbbDlGNqmMMf71F4A;1;True;False;False;False;False;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
39nJBipHiWpGzRUTtDCzFA;1;False;True;False;False;False;False;False;False;False;False;False;True;unone;False;True;False;False;False;False;False;False;False;very_loud;casual;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MDm45O3RLf90hKy-tVsfNg;1;True;True;False;False;False;False;True;True;True;False;False;True;none;True;True;False;True;False;False;False;False;False;average;casual;False;False;False;False;False;False;False;True;NA;NA;False;True;NA;False;False;False;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-Ylpy3VyRWwubf9dysuwjQ;2;True;False;False;False;True;False;False;True;True;False;False;True;ufull_bar;False;True;True;True;False;False;False;False;False;average;casual;False;False;False;False;True;True;False;True;False;False;True;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
pe20N--YSUZlKYa-WaSfJA;2;True;True;False;False;False;False;True;True;True;False;True;True;ubeer_and_wine;False;False;True;True;False;False;False;False;False;average;casual;False;False;False;True;True;True;False;True;False;False;True;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
nxo1C5te8Aug-Lf5D_0b1A;2;True;True;False;False;False;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
zbeOniywMsbIuZmAaHoXVQ;2;True;True;False;False;False;False;True;NA;NA;False;NA;True;unone;NA;True;NA;False;False;True;False;False;False;quiet;NA;NA;False;NA;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
XSClqCFZ8rCV2qIONha1MA;1;True;False;False;False;False;False;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ioURk8M_K8VvXIPsKkxVtw;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
h5DJK4b3b6_VuI-iImC2fg;1;True;True;False;False;False;False;True;NA;True;NA;False;NA;none;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;True;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
cLUoCKZGS8IJDStYsAA3Xw;2;True;False;True;False;False;False;NA;False;True;True;False;True;full_bar;False;True;True;True;False;False;False;False;False;average;casual;False;False;NA;NA;NA;NA;NA;NA;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
tj3YzWsjMbPU_ivDkyOE3w;2;True;True;False;False;False;False;True;True;True;True;True;True;ufull_bar;False;True;False;True;False;False;False;False;False;average;casual;True;False;True;True;False;False;False;False;False;False;False;True;NA;NA;NA;NA;NA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
togzltbV52oGR-a0jddqZw;2;True;False;False;False;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
tL9003ETHUAcHF-eaDQd1Q;1;True;True;False;False;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;True;False;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
PXN0l42g6IWp18NGJ7yn5w;2;True;False;True;False;False;False;True;False;True;True;False;True;ufull_bar;False;True;True;True;False;False;False;False;False;loud;casual;False;False;False;False;True;False;False;True;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
qdd1DHfeKHE72_djJxCJdQ;2;True;True;False;False;False;False;True;True;True;True;False;True;ufull_bar;False;True;True;True;False;False;False;False;False;average;casual;True;False;False;False;True;False;False;True;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
J182y2TWuVGpN0lG3IesgA;1;True;False;False;False;True;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;True;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
a6FJ9HcERvtGF4PYILF_fA;3;NA;False;False;False;False;False;NA;NA;NA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
OgJ0KxwJcJ9R5bUK0ixCbg;2;True;True;False;False;False;False;True;False;True;True;True;True;ufull_bar;False;False;False;False;False;False;False;False;True;average;casual;False;False;True;True;False;False;False;True;False;False;False;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bnscF25BWatvO1Z-j87NXQ;2;True;False;False;False;False;False;NA;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5xdKUuu4DbJ71KGbwRXfFg;2;True;False;False;False;False;False;False;True;True;False;False;False;ubeer_and_wine;False;False;False;True;False;False;False;False;False;average;casual;False;False;False;False;True;False;False;True;False;False;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
qUjmBRkodunHj1Vzeh6PQg;2;True;True;False;False;False;False;True;NA;True;True;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4K5NUsinIgtq-yuxdp2HdA;1;True;False;True;False;True;False;True;True;True;True;True;True;ufull_bar;False;True;False;True;False;False;False;False;False;average;casual;True;False;False;False;True;False;False;True;False;False;NA;NA;NA;NA;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dIqMQYs6tmowQUygS8sQ6A;1;True;False;True;False;False;False;True;True;True;True;True;True;unone;False;False;False;True;False;False;False;False;True;average;casual;False;False;True;True;False;False;True;False;False;False;False;NA;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
OJdufUU3hVabgviIBHksYw;1;True;True;False;False;False;False;True;True;True;False;False;True;full_bar;False;False;False;True;False;False;False;False;False;average;casual;True;False;False;False;True;False;True;True;False;False;False;NA;NA;NA;NA;NA;False;True;NA;False;False;False;False;True;True;False;True;True;False;False;False;True;False
8xRBpeEcnLSIRaqYbF-JWg;2;True;False;False;False;False;False;True;True;True;True;True;True;none;False;False;False;False;False;False;False;False;False;NA;casual;NA;False;False;False;False;False;False;False;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5CfN1pTwuGxbXUUt04XN1Q;NA;True;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
XiMvHK4Nq0xPa1GOtdKzdA;1;NA;True;False;False;False;False;True;True;True;False;False;True;none;False;True;True;True;False;False;False;False;False;average;casual;False;False;False;False;True;False;False;True;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
0Buxoc0cRqjpvkezo3bqog;3;True;False;False;True;True;False;True;False;False;True;True;False;ufull_bar;False;False;True;False;False;True;False;False;False;quiet;casual;False;False;False;False;True;False;False;False;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9GUWNQ98sQN7k2UFbsBNng;1;True;True;False;False;False;False;True;True;True;False;False;True;unone;False;True;False;True;False;False;False;False;False;average;casual;True;False;False;False;True;False;False;True;False;False;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
